date,open,high,low,close,vol,amount
2019-08-21,995.59,1002.89,992.07,998.12,5743061.0,8495207424.0
2019-08-22,1000.05,1000.29,987.84,995.1,5195540.0,7986064384.0
2019-08-23,994.04,999.76,988.42,990.49,6962385.0,9867868160.0
2019-08-26,978.91,990.92,977.78,984.36,7506696.0,11105289216.0
2019-08-27,990.63,1007.51,988.86,1000.75,9789609.0,14198534144.0
2019-08-28,996.59,999.91,990.08,995.21,7338190.0,10261866496.0
2019-08-29,997.97,1007.78,994.9,1003.62,7249644.0,11516406784.0
2019-08-30,1007.62,1009.69,991.88,995.82,9067948.0,13746286592.0
2019-09-02,995.52,1016.28,995.52,1013.97,10015669.0,15288521728.0
2019-09-03,1015.18,1016.73,1008.35,1016.68,9751421.0,13927240704.0
2019-09-04,1015.69,1023.55,1012.71,1023.55,12047098.0,17986820096.0
2019-09-05,1031.05,1051.75,1030.92,1038.73,16409583.0,24818415616.0
2019-09-06,1041.18,1041.63,1032.75,1039.55,11104489.0,16315712512.0
2019-09-09,1050.42,1053.63,1044.42,1053.63,12948024.0,19230920704.0
2019-09-10,1052.07,1058.65,1045.1,1054.53,13030302.0,18675130368.0
2019-09-11,1058.28,1062.41,1045.33,1046.53,11925253.0,17319221248.0
2019-09-12,1048.46,1052.26,1039.4,1049.05,9774146.0,14137960448.0
2019-09-16,1053.17,1053.55,1044.05,1047.71,9605061.0,13765701632.0
2019-09-17,1046.02,1046.08,1021.06,1024.93,10539933.0,14103008256.0
2019-09-18,1028.09,1033.03,1023.19,1030.79,8530375.0,12105954304.0
2019-09-19,1033.46,1037.92,1027.8,1037.92,9247727.0,13009431552.0
2019-09-20,1037.53,1041.19,1035.27,1039.05,9114907.0,13585884160.0
2019-09-23,1035.45,1035.66,1022.59,1030.59,9356511.0,13346219008.0
2019-09-24,1032.13,1040.85,1029.5,1032.43,9105269.0,14237149184.0
2019-09-25,1030.1,1035.61,1021.46,1029.97,9015068.0,13908508672.0
2019-09-26,1033.27,1034.81,1017.17,1021.2,10959217.0,16318331904.0
2019-09-27,1020.23,1029.66,1016.54,1027.79,7848676.0,11828572160.0
2019-09-30,1024.48,1029.21,1014.77,1014.84,6552655.0,9951134720.0
2019-10-08,1015.2,1032.48,1015.09,1022.71,7009671.0,11967211520.0
2019-10-09,1019.53,1029.85,1012.67,1028.63,6857827.0,11194420224.0
