date,open,high,low,close,vol,amount
2005-06-07,223.56,231.59,219.85,223.13,1920105.0,1431213184.0
2005-06-08,225.26,243.12,222.14,241.73,3221053.0,2182002944.0
2005-06-09,242.16,247.92,236.07,243.3,3029719.0,2148033280.0
2005-06-10,243.03,245.22,232.58,237.03,2271274.0,1478786944.0
2005-06-13,236.93,241.28,230.85,236.68,1729146.0,1064047040.0
2005-06-14,236.98,240.09,231.05,232.38,1504987.0,944151168.0
2005-06-15,230.68,232.08,222.38,225.24,1310321.0,862493120.0
2005-06-16,224.85,228.6,220.67,226.76,1147998.0,726428800.0
2005-06-17,226.9,229.6,219.31,222.36,1590735.0,1144853248.0
2005-06-20,221.78,231.52,216.05,229.55,2017410.0,1346304896.0
2005-06-21,229.12,231.47,223.92,226.72,1372482.0,869235648.0
2005-06-22,225.78,228.83,222.84,226.91,952580.0,596774720.0
2005-06-23,227.15,232.14,223.99,226.9,1419323.0,951028288.0
2005-06-24,225.62,228.83,222.62,226.97,1014473.0,598261440.0
2005-06-27,228.79,236.74,227.73,233.43,2084136.0,1268906368.0
2005-06-28,232.55,233.94,227.02,229.75,1092773.0,666602304.0
2005-06-29,228.51,231.15,224.78,226.84,1037669.0,579496640.0
2005-06-30,226.05,227.0,218.37,219.66,1107319.0,613614592.0
2005-07-01,218.34,221.5,211.96,214.91,1145135.0,575412160.0
2005-07-04,212.74,216.92,207.05,214.14,1010459.0,475674016.0
2005-07-05,213.4,215.97,209.64,212.32,702510.0,338524800.0
2005-07-06,212.32,215.28,207.91,210.01,692981.0,317170880.0
2005-07-07,209.77,212.64,207.17,210.26,584708.0,267929872.0
2005-07-08,209.08,210.29,202.48,204.56,702651.0,317233472.0
2005-07-11,206.98,211.97,200.69,202.57,753482.0,364322752.0
2005-07-12,201.71,210.65,199.1,208.86,1305861.0,630549184.0
2005-07-13,208.41,211.02,204.27,207.55,927066.0,431709440.0
2005-07-14,206.91,210.92,204.36,207.11,996025.0,466692576.0
2005-07-15,206.54,209.23,202.72,205.24,883537.0,402117120.0
2005-07-18,203.9,206.47,198.64,201.13,1047336.0,498268800.0
2005-07-19,200.23,205.39,198.14,203.25,1004036.0,488869152.0
2005-07-20,203.2,206.73,200.29,204.36,1038288.0,491532736.0
2005-07-21,204.15,206.21,200.37,203.98,960205.0,440105728.0
2005-07-22,205.05,213.2,201.71,209.0,2893277.0,1251460096.0
2005-07-25,208.06,211.96,203.6,207.5,1979011.0,891279168.0
2005-07-26,207.04,215.63,205.51,213.41,2513735.0,1178761344.0
2005-07-27,213.29,219.51,210.59,218.52,2550252.0,1232682496.0
2005-07-28,218.4,224.55,215.47,219.48,2965304.0,1538618112.0
2005-07-29,218.76,223.12,215.32,219.94,2092708.0,971614720.0
2005-08-01,219.97,224.03,215.89,219.98,1878334.0,835552640.0
2005-08-02,219.99,224.81,217.43,223.83,1869624.0,856592320.0
2005-08-03,224.47,233.46,222.65,228.23,3802009.0,1774924032.0
2005-08-04,227.44,230.61,223.14,226.34,1993798.0,899104320.0
2005-08-05,225.96,232.75,224.64,231.65,2511291.0,1156667904.0
2005-08-08,232.52,237.03,228.85,233.1,3127490.0,1460897536.0
2005-08-09,232.87,235.99,227.73,234.12,2591591.0,1221608064.0
2005-08-10,234.04,237.7,230.08,235.18,2871021.0,1327108864.0
2005-08-11,235.77,244.02,233.19,241.95,3919653.0,2130681984.0
2005-08-12,242.27,250.64,235.07,240.14,6105662.0,3121076736.0
2005-08-15,240.0,246.31,235.91,244.16,3429605.0,1765719168.0
2005-08-16,244.43,249.89,238.99,243.87,3906022.0,1991019520.0
2005-08-17,242.97,248.72,236.38,246.71,3930657.0,2006401024.0
2005-08-18,247.65,254.66,235.99,238.38,5227562.0,2733446144.0
2005-08-19,236.95,242.29,229.92,235.44,3187342.0,1581815168.0
2005-08-22,234.48,240.8,230.66,238.06,2148869.0,1075548416.0
