date,open,high,low,close,vol,amount
2020-07-20,250.0,295.0,205.6,212.4,24237613.0,5645861888.0
2020-07-21,208.0,285.6,202.0,274.0,17584895.0,4292970752.0
2020-07-22,260.0,284.33,257.77,281.0,12701827.0,3450335232.0
2020-07-23,274.92,297.77,268.0,281.5,9920207.0,2791441920.0
2020-07-24,273.0,276.0,240.44,259.33,11385255.0,2940728576.0
2020-07-27,252.28,257.9,227.94,234.01,8338869.0,2022044416.0
2020-07-28,236.0,243.8,227.5,238.64,5977562.0,1410915456.0
2020-07-29,234.53,245.78,229.66,241.5,5473260.0,1312286208.0
2020-07-30,240.0,254.99,236.36,243.17,6180875.0,1516837888.0
2020-07-31,238.01,255.55,237.1,249.6,5629413.0,1392176384.0
2020-08-03,250.01,257.88,247.01,249.5,6972166.0,1760964736.0
2020-08-04,250.97,252.88,232.99,235.0,5908943.0,1424160512.0
2020-08-05,246.0,246.0,236.79,236.92,4082217.0,985070016.0
2020-08-06,233.96,247.45,231.8,243.83,5013107.0,1211258368.0
2020-08-07,240.98,240.98,223.37,227.44,4853751.0,1119390464.0
2020-08-10,219.99,225.89,218.0,222.5,2517723.0,556920384.0
2020-08-11,220.88,226.3,219.1,221.49,2243543.0,499535712.0
2020-08-12,220.33,222.0,213.5,217.76,2028145.0,437985760.0
2020-08-13,219.0,219.6,212.0,212.5,1744022.0,375895488.0
2020-08-14,212.33,213.9,207.5,212.68,1653598.0,348869120.0
2020-08-17,213.0,219.8,209.68,219.08,2056219.0,443435968.0
2020-08-18,219.18,219.18,212.3,213.81,1839468.0,394749728.0
2020-08-19,213.88,214.5,204.87,205.2,1968958.0,411339040.0
2020-08-20,204.0,207.27,200.11,201.51,1634059.0,331414016.0
2020-08-21,202.5,205.62,201.11,204.95,1081110.0,219802672.0
2020-08-24,206.3,207.84,196.5,197.9,2042284.0,407457568.0
2020-08-25,198.38,199.88,189.66,189.98,2647656.0,513330944.0
2020-08-26,189.66,190.92,173.51,176.4,3925619.0,711521280.0
2020-08-27,177.2,188.87,170.51,182.56,3263707.0,586419648.0
2020-08-28,177.73,177.88,168.02,174.28,3513509.0,604292864.0
2020-08-31,173.0,177.2,170.0,170.0,2203273.0,382994304.0
2020-09-01,170.21,173.8,169.03,171.18,1594161.0,273420608.0
2020-09-02,170.99,172.35,167.12,167.76,1469648.0,248042528.0
2020-09-03,167.9,172.56,164.28,170.09,2584763.0,437472224.0
2020-09-04,166.78,182.3,166.78,174.53,3431503.0,606661824.0
2020-09-07,170.4,172.8,163.52,163.52,2828212.0,473534240.0
2020-09-08,163.51,163.51,160.01,160.86,1465181.0,236398576.0
2020-09-09,159.0,165.9,155.0,160.68,2242834.0,359860672.0
2020-09-10,162.0,165.77,157.33,157.58,1454894.0,235198496.0
2020-09-11,158.07,162.89,155.55,161.96,1374164.0,219382544.0
2020-09-14,164.0,167.5,163.0,164.72,1550297.0,256600960.0
2020-09-15,163.5,170.87,161.26,169.34,2191487.0,366601504.0
2020-09-16,167.0,170.55,165.39,166.77,1420541.0,237916832.0
2020-09-17,166.76,178.0,163.78,174.22,3009337.0,518489568.0
2020-09-18,173.0,176.5,172.01,174.26,1629983.0,283449984.0
2020-09-21,173.99,176.88,169.5,170.77,1433184.0,246903264.0
2020-09-22,169.98,170.71,166.68,167.65,1023886.0,172589088.0
2020-09-23,168.03,172.9,167.04,170.75,1319498.0,224991488.0
2020-09-24,169.0,170.67,164.01,164.51,1128801.0,188412128.0
2020-09-25,165.0,165.77,161.52,162.45,824078.0,134494752.0
2020-09-28,162.45,163.42,156.5,156.88,1027627.0,163307680.0
2020-09-29,157.9,162.58,157.02,161.36,875555.0,140840144.0
2020-09-30,162.11,163.5,159.8,160.19,603538.0,97405880.0
2020-10-09,164.0,164.98,163.07,163.73,698762.0,114628816.0
2020-10-12,164.94,175.65,164.03,174.3,2065351.0,354017696.0
2020-10-13,174.3,174.3,170.66,171.9,1273304.0,218964464.0
